seqname,tax_id
A00002796,g__Streptococcus
A00002797,g__[Erysipelatoeubacterium]
A00002794,g__Bifidobacterium
A00002795,g__Saccharomonospora
A00002792,g__Streptococcus
A00002793,g__Candidatus_Pelagibacter
A00002790,g__Fusobacterium
A00002791,g__Gluconobacter
A00002798,g__Spirochaeta
A00002799,f__Halothiobacillaceae
A00004377,g__Dysgonomonas
A00004569,f__Sinobacteraceae
A00004568,f__Neisseriaceae
A00004563,g__Thioalkalivibrio
A00001042,f__Thermomonosporaceae
A00004561,g__Staphylococcus
A00004560,g__Vibrio
A00001047,f__Promicromonosporaceae
A00001046,f__Xanthomonadaceae
A00001045,g__Vibrio
A00001044,g__Veillonella
A00000732,g__Orientia
A00002538,g__Salinispora
A00005219,g__Streptococcus
A00002248,g__Mycobacterium
A00002249,o__Victivallales
A00000733,g__Chlorobium
A00005212,g__Enterococcus
A00005213,g__Enterococcus
A00002530,g__Rhizobium
A00005211,g__Pseudomonas
A00002536,g__Streptococcus
A00002241,g__Corynebacterium
A00002242,g__Shewanella
A00002535,f__Chitinophagaceae
A00000731,g__Anabaena_Nostoc
A00000736,g__Prosthecochloris
A00000041,g__Burkholderia
A00000734,f__Caulobacteraceae
A00000043,g__Burkholderia
A00004562,g__Streptococcus
A00005220,g__Paenibacillus
A00000730,g__Neisseria
A00004423,g__Pseudomonas
A00004420,c__Actinobacteria
A00004567,g__Methylomonas
A00004509,g__Anabaena_Nostoc
A00003119,g__Streptococcus
A00003118,g__Lactobacillus
A00003117,g__Yersinia
A00003116,g__Agrobacterium
A00003115,g__Pseudovibrio
A00003114,g__Mariprofundus
A00003113,g__Serratia
A00003112,f__Microbacteriaceae
A00003110,g__Bradyrhizobium
A00004421,f__Synechococcaceae
A00004566,g__Thioalkalivibrio
A00004508,f__Xenococcaceae
A00004426,g__Legionella
A00004427,g__Staphylococcus
A00004564,g__Thioalkalivibrio
A00004424,g__Sinorhizobium_Ensifer
A00000493,g__Enterobacter
A00000492,f__Cardiobacteriaceae
A00000491,g__Dehalococcoides
A00000490,g__Corynebacterium
A00000497,g__Lactobacillus
A00000496,g__Haemophilus
A00000495,g__Haemophilus
A00000494,g__Geobacter
A00000499,g__Sulfolobus
A00000498,g__Legionella
A00004028,g__Ureaplasma
A00004029,g__Escherichia
A00004026,g__Campylobacter
A00004027,g__Dehalobacter
A00004024,g__Marinomonas
A00004025,g__Salmonella
A00004022,g__Escherichia
A00004023,g__Enterococcus
A00004020,g__Dinoroseobacter
A00004021,f__Methylococcaceae
A00004501,g__Pseudanabaena
A00004500,o__Synechococcales
A00004794,g__Bacillus
A00004795,g__Veillonella
A00004796,g__Mycoplasma
A00004797,g__Burkholderia
A00004790,g__Deinococcus
A00004791,g__Cohnella
A00004792,g__Bacteroides
A00004793,g__Pseudomonas
A00004798,g__Leptospira
A00004799,g__Streptococcus
A00005344,g__Kocuria
A00004502,g__Cyanobacterium
A00005641,g__Lactobacillus
A00001450,g__Streptococcus
A00001451,g__Sulfolobus
A00001453,p__Synergistetes
A00001454,g__Vibrio
A00001455,g__Vulcanisaeta
A00001456,f__[Weeksellaceae]
A00001457,g__Yersinia
A00001458,f__Lachnospiraceae
A00001459,f__Lachnospiraceae
A00005515,g__Bartonella
A00004451,g__Campylobacter
A00005517,g__Aggregatibacter
A00004507,c__Oxyphotobacteria
A00005510,g__Arcobacter
A00005513,g__Helicobacter
A00005512,g__Francisella
A00005519,f__Veillonellaceae
A00005518,g__Alicyclobacillus
A00004506,g__Anabaena_Nostoc
A00005642,c__Actinobacteria
A00005645,f__Rhodobacteraceae
A00004702,g__Psychromonas
A00003328,g__Escherichia
A00003329,g__Gordonia
A00004701,f__[Acetivibrionaceae]
A00003320,g__Pseudomonas
A00003321,g__Frankia
A00003322,g__Synechocystis
A00003323,g__Pantoea
A00003324,f__Rhodobacteraceae
A00003325,g__Lactobacillus
A00003326,f__Veillonellaceae
A00003327,g__Sphingobium
A00004450,f__Sphingomonadaceae
A00005646,f__Rhodobacteraceae
A00004808,g__Escherichia
A00004809,g__Escherichia
A00004804,g__Anabaena_Nostoc
A00004805,g__Nodosilinea
A00004806,g__Helicobacter
A00004807,g__Helicobacter
A00004800,f__Enterobacteriaceae
A00004801,g__Streptococcus
A00004802,g__Bacillus
A00004803,g__Rhizobium
A00003922,g__Campylobacter
A00003923,g__Mycobacterium
A00005263,f__Sinobacteraceae
A00004707,g__Brachyspira
A00003926,g__Serratia
A00003924,g__Corynebacterium
A00005262,g__Pseudomonas
A00005421,g__Nitratireductor
A00005352,g__Pseudomonas
A00005423,g__Escherichia
A00005350,g__Pseudomonas
A00005322,f__Flavobacteriaceae
A00002437,g__Escherichia
A00005356,g__Pseudomonas
A00002435,g__Desulfosporosinus
A00005354,g__Herbaspirillum
A00005323,g__Cupriavidus
A00005320,g__Rhodobacter
A00005267,g__Caulobacter
A00003742,g__Methylophaga
A00003743,g__Corynebacterium
A00003740,g__Corynebacterium
A00005321,g__Oenococcus
A00003741,g__Lactobacillus
A00003746,g__Micrococcus
A00003211,g__Lactobacillus
A00003212,g__Staphylococcus
A00003213,g__Desulfovibrio
A00000008,f__Aquificaceae
A00000009,g__Candidatus_Phytoplasma
A00000001,o__Acidobacteriales
A00000002,g__Acinetobacter
A00000003,g__Alcanivorax
A00000004,f__Ectothiorhodospiraceae
A00000005,g__Anaeromyxobacter
A00000006,g__Anaplasma
A00000007,g__Anaplasma
A00004639,g__Myroides
A00005327,g__Oenococcus
A00005264,g__Leptospira
A00000651,g__Escherichia
A00005324,g__Flavobacterium
A00000268,g__Streptococcus
A00001179,g__Staphylococcus
A00000264,g__Streptococcus
A00000265,g__Streptococcus
A00000266,g__Streptococcus
A00004418,g__Pseudoalteromonas
A00000260,g__Staphylococcus
A00000261,g__Staphylococcus
A00000262,g__Staphylococcus
A00000263,g__Staphylococcus
A00004417,g__Corynebacterium
A00004416,f__Cytophagaceae
A00005325,g__Oenococcus
A00004415,g__Enterococcus
A00004414,p__Synergistetes
A00004413,g__Francisella
A00004412,f__Rhodocyclaceae
A00004411,g__Sinorhizobium_Ensifer
A00004410,g__Sinorhizobium_Ensifer
A00001209,f__Dehalococcoidaceae
A00001208,o__Chroococcales
A00001205,g__Lachnoclostridium
A00001204,g__Clostridium
A00001207,f__Flavobacteriaceae
A00001206,g__Corynebacterium
A00001201,g__Candidatus_Sulcia
A00001200,g__Caldicellulosiruptor
A00001203,g__Clostridium
A00001202,f__Enterobacteriaceae
A00005188,g__Ureaplasma
A00005189,g__Corynebacterium
A00005182,g__Escherichia
A00005183,g__Pseudomonas
A00005180,g__Escherichia
A00005181,g__Myxococcus
A00005186,g__Ureaplasma
A00005187,g__Ureaplasma
A00005184,g__Borrelia
A00005185,g__Salmonella
A00000918,g__Chlamydia
A00000919,g__Chlamydia
A00000912,g__Candidatus_Sulcia
A00000913,g__Capnocytophaga
A00000911,g__Candidatus_Liberibacter
A00000916,g__Chlamydia
A00000917,g__Chlamydia
A00000914,o__Catenulisporales
A00000915,f__Chitinophagaceae
A00004583,g__Acinetobacter
A00004582,g__Moraxella
A00004585,g__Acinetobacter
A00004584,g__Acinetobacter
A00004587,g__Novosphingobium
A00004589,g__Bradyrhizobium
A00004588,g__Staphylococcus
A00005230,g__Salmonella
A00005231,g__Thioalkalivibrio
A00005232,g__Anabaena_Nostoc
A00005233,g__Streptococcus
A00005234,g__Escherichia
A00005235,f__Planococcaceae
A00005236,g__Salmonella
A00005237,g__Salmonella
A00005238,g__Enterococcus
A00005239,s__nucleatum
A00002184,g__Bacillus
A00005205,f__Nocardioidaceae
A00005204,g__Prevotella
A00003175,g__Bacillus
A00003174,g__Salmonella
A00003177,f__Eubacteriaceae
A00003176,g__Enterococcus
A00003171,g__Mycobacterium
A00003170,f__Ruminococcaceae
A00003173,g__Megasphaera
A00003172,f__Methylophilaceae
A00003179,g__Serratia
A00003178,g__Lactobacillus
A00005002,g__Neisseria
A00005001,g__Granulicella
A00004004,g__Desulfitobacterium
A00004005,g__Escherichia
A00004006,g__Mycobacterium
A00004007,f__Comamonadaceae
A00004000,g__Streptomyces
A00004001,g__Vibrio
A00004002,g__Burkholderia
A00004003,g__Bifidobacterium
A00004008,g__Agrobacterium
A00004009,g__Chryseobacterium
A00005005,g__Neisseria
A00001436,f__Ruminococcaceae
A00001437,g__Ruminococcus
A00001434,g__Roseburia
A00001435,g__Roseburia
A00001432,g__Neisseria
A00001433,g__Pseudomonas
A00001430,g__Mycoplasma
A00001431,g__Mycoplasma
A00001438,g__Ruminococcus
A00001439,g__Ruminococcuse1
A00005539,g__Mycoplasma
A00005538,g__Sporolactobacillus
A00005533,g__Streptomyces
A00005532,g__Psychroflexus
A00005531,g__Proteiniphilum
A00005530,g__Pseudomonas
A00005537,g__Prevotella
A00005536,g__Thermus
A00005535,g__Megasphaera
A00005534,f__Halomonadaceae
A00002168,g__Vibrio
A00002161,g__Bacteroides
A00002160,g__Bradyrhizobium
A00002163,g__Gordonia
A00002162,g__Phascolarctobacterium
A00002165,g__Vibrio
A00002164,g__Enterococcus
A00002167,g__Beggiatoa
A00002166,g__Saccharomonospora
A00003348,g__Actinoplanes
A00003349,g__Streptococcus
A00003346,g__Rickettsia
A00003347,f__Glycomycetaceae
A00003344,g__Campylobacter
A00003345,g__Vibrio
A00003342,g__Deinococcus
A00003343,g__Corynebacterium
A00003340,g__Streptococcus
A00003341,g__Lactobacillus
A00002463,f__Alteromonadaceae
A00005278,g__Enterococcus
A00005279,g__Enterococcus
A00005623,f__Rhodobacteraceae
A00005622,f__Desulfobacteraceae
A00005621,g__Leptospira
A00005620,o__Rhizobiales
A00002803,g__Streptococcus
A00005627,g__Salinispora
A00005276,g__Pseudomonas
A00005626,g__Salinispora
A00005625,g__Bacteroides
A00000068,f__Halomonadaceae
A00000069,g__Clostridium
A00000066,g__Chlorobaculum
A00002806,g__Thermoanaerobacter
A00000064,g__Chlamydophila
A00000065,g__Chlorobium
A00000062,g__Chlamydophila
A00000063,g__Chlamydophila
A00000060,g__Chlamydophila
A00002807,g__Caldilinea
A00002553,f__Saprospiraceae
A00005629,g__Candidatus_Blochmannia
A00005628,g__Salinispora
A00000282,g__Streptococcus
A00000283,g__Streptomyces
A00000280,g__Streptococcus
A00000281,g__Streptococcus
A00000286,g__Synechococcus
A00000287,g__Synechococcus
A00000284,g__Streptomyces
A00000285,o__Clostridiales
A00000288,f__Synechococcaceae
A00000289,f__Synechococcaceae
A00000642,g__Caulobacter
A00000643,f__Cenarchaeaceae
A00000316,g__Vibrio
A00000641,p__Crenarchaeota
A00000646,g__Clostridium
A00000647,g__Corynebacterium
A00000644,g__Clostridium
A00000645,g__Clostridium
A00004611,g__Klebsiella
A00004610,g__Enterococcus
A00004613,g__Bacillus
A00004612,g__Thioalkalivibrio
A00004615,g__Helicobacter
A00004614,g__Saccharomonospora
A00001889,g__Bacteroides
A00001888,g__Bacteroides
A00004619,g__Mycobacterium
A00004618,g__Helicobacter
A00001885,f__Synechococcaceae
A00001884,f__Synechococcaceae
A00001883,g__Prevotella
A00001882,g__Prevotella
A00001881,g__Prevotella
A00001880,g__Prevotella
A00002752,g__Lactobacillus
A00002753,g__Haemophilus
A00002750,f__Neisseriaceae
A00002751,g__Streptomyces
A00002756,g__Parvimonas
A00002757,g__Enterococcus
A00002754,g__Listeria
A00002755,f__Enterobacteriaceae
A00002758,f__Planococcaceae
A00002759,g__Staphylococcus
A00004532,g__Escherichia
A00000930,g__Dickeya
A00000931,g__Dyadobacter
A00000932,g__Edwardsiella
A00000933,g__Eggerthella
A00000934,g__Escherichia
A00000935,g__Escherichia
A00000936,g__Escherichia
A00000937,g__Escherichia
A00000938,g__Escherichia
A00000939,g__Escherichia
A00001015,f__Halothiobacillaceae
A00001016,g__Hydrogenobacter
A00004537,g__Staphylococcus
A00001087,g__Lactobacillus
A00001086,g__Klebsiella
A00001085,g__Helicobacter
A00001084,f__Halobacteriaceae
A00001083,g__Geobacillus
A00001082,g__Archaeoglobus
A00001081,g__Escherichia
A00001080,g__Erwinia
A00001089,g__Legionella
A00001088,g__Lactobacillus
A00002576,f__Moraxellaceae
A00002577,g__Bacteroides
A00002574,g__Deinococcus
A00002575,g__Burkholderia
A00002572,g__Lactobacillus
A00002573,g__Buchnera
A00002570,g__Vibrio
A00002571,g__Streptococcus
A00002578,g__Allobaculum
A00002579,o__Desulfovibrionales
A00003485,g__Streptococcus
A00003484,g__Bradyrhizobium
A00003487,g__Actinomyces
A00003486,g__Yersinia
A00003481,g__Amycolatopsis
A00003480,g__Pseudomonas
A00003483,g__Mesorhizobium
A00003482,f__Planococcaceae
A00003489,c__Alphaproteobacteria
A00002288,g__Rhizobium
A00002289,g__Ureaplasma
A00002280,g__Idiomarina
A00002281,g__Peptoclostridium
A00002282,g__Streptococcus
A00002283,g__Brucella
A00002284,g__Campylobacter
A00002285,g__Campylobacter
A00002286,g__Anaerophaga
A00002287,g__Rhizobium
A00003629,g__Methylophaga
A00003628,g__Haemophilus
A00003159,g__Janthinobacterium
A00003158,g__[Erysipelatoeubacterium]
A00005486,g__Roseobacter
A00003153,g__Escherichia
A00003152,g__Paraprevotella
A00003151,g__Citromicrobium
A00003150,g__Anaerophaga
A00003157,g__Myroides
A00003156,g__Amycolatopsis
A00003155,g__Campylobacter
A00003154,g__Rhizobium
A00002434,g__Desulfosporosinus
A00000849,o__[Cellulomonadales]
A00004288,g__Actinomyces_1
A00004289,g__Enterococcus
A00004286,g__Thermus
A00004287,g__Brucella
A00004284,g__Campylobacter
A00004285,f__Cytophagaceae
A00004282,g__Enterobacter
A00004283,g__Hyphomicrobium
A00004280,g__Streptococcus
A00004281,f__Moraxellaceae
A00005735,k__Bacteria
A00005734,p__SR1
A00005737,p__Parcubacteria
A00005736,o__[Saccharimonales]
A00005731,f__Rhodobacteraceae
A00005730,o__Thiotrichales
A00005733,g__Oceaniovalibus
A00005732,g__Staphylococcus
A00000549,g__Clostridium
A00000548,g__Clostridium
A00000541,g__Campylobacter
A00000540,g__Bacteroides
A00000543,g__Campylobacter
A00000542,g__Campylobacter
A00000545,g__Campylobacter
A00000544,g__Campylobacter
A00000547,g__Citrobacter
A00000546,f__Methanomicrobiaceae
A00001148,g__Chlamydia
A00001149,g__Chlamydia
A00001418,g__Haemophilus
A00001419,g__Halanaerobium
A00001142,g__Acetobacter
A00001143,g__Acetobacter
A00001140,g__Acetobacter
A00001141,g__Acetobacter
A00001146,g__Campylobacter
A00001147,g__Chlamydia
A00001144,g__Bifidobacterium
A00001145,g__Bifidobacterium
A00005083,g__Mycobacterium
A00005082,g__Mycobacterium
A00005081,g__Mycobacterium
A00005080,g__Mycobacterium
A00005087,g__Neisseria
A00005086,g__Mycobacterium
A00005085,g__Mycobacterium
A00005084,g__Mycobacterium
A00005089,g__Streptococcus
A00005088,g__Neisseria
A00005003,g__Neisseria
A00002149,f__Flavobacteriaceae
A00002148,g__Escherichia
A00002147,g__Mycobacterium
A00002146,g__Lactobacillus
A00002145,g__Ectothiorhodospira
A00002144,f__Rhodobacteraceae
A00002143,f__Erysipelotrichaceae
A00002142,o__Catenulisporales
A00002141,g__Campylobacter
A00002140,g__Brucella
A00002056,f__Neisseriaceae
A00002051,g__Lactobacillus
A00005006,g__Neisseria
A00003364,g__Lactobacillus
A00003365,g__Campylobacter
A00003366,g__Dasania
A00003367,f__Thermoanaerobacteraceae
A00003360,g__Thermus
A00003361,g__Sulfurospirillum
A00003362,g__Vibrio
A00003363,g__Anaerostipes
A00003818,g__Sinorhizobium_Ensifer
A00002052,g__Bacteroides
A00003368,g__Pseudomonas
A00003369,g__Streptomyces
A00001995,g__Sinorhizobium_Ensifer
A00001994,g__Mycobacterium
A00004165,g__Prevotella
A00004164n0,g__Leuconostoc
A00004164n1,g__Leuconostoc
A00001991,g__Porphyromonas
A00001990,g__Lachnoclostridium
A00001993,g__Streptococcus
A00001992,f__Corynebacteriaceae
A00000460,o__Methanomicrobiales
A00001517,f__Methanococcaceae
A00001516,g__Methanococcus
A00001519,f__Propionibacteriaceae
A00001518,g__Microbacterium
A00000044,g__Burkholderia
A00000045,g__Burkholderia
A00000046,g__Burkholderia
A00000047,g__Campylobacter
A00000040,g__Burkholderia
A00000737,g__Providencia
A00000042,g__Burkholderia
A00000735,g__Porphyromonas
A00000738,g__Ralstonia
A00000739,g__Rhizobium
A00000048,g__Campylobacter
A00000049,g__Candidatus_Blochmannia
A00004637,g__Marinobacterium
A00004636,g__Klebsiella
A00004635,g__Thioalkalivibrio
A00004634,g__Escherichia
A00004633,g__Escherichia
A00004632,g__Vibrio
A00004631,g__Escherichia
A00004630,g__Neisseria
A00004341,g__Mycobacterium
A00002250,g__Fusobacterium
A00004638,g__Legionella
A00004340,g__Bacillus
A00004347,g__Desulfitobacterium
A00001190,f__Sulfolobaceae
A00000956,g__Lactobacillus
A00000957,g__Leptotrichia
A00000954,g__Lactobacillus
A00000955,g__Lactobacillus
A00000952,f__Thermotogaceae
A00000953,f__Dermacoccaceae
A00000950,o__[Cellulomonadales]
A00000951,g__Kangiella
A00000958,g__Methanocaldococcus
A00000959,g__Methylobacterium
A00002778,f__Methylococcaceae
A00002779,g__Enterococcus
A00002770,g__Enterococcus
A00002771,g__Brucella
A00002772,f__Rhodobacteraceae
A00002773,g__Bacillus
A00002774,g__Bacteroides
A00002775,g__Hydrogenobaculum
A00002776,g__Serratia
A00002777,f__Methylococcaceae
A00001609,g__Lactococcus
A00001608,g__Lactobacillus
A00001601,g__Helicobacter
A00001600,g__Helicobacter
A00001603,g__Helicobacter
A00001602,g__Helicobacter
A00001605,g__Lactobacillus
A00001604,g__Klebsiella
A00001607,g__Lactobacillus
A00001606,g__Lactobacillus
A00002808,g__Oscillibacter
A00002809,f__Rhodobacteraceae
A00002558,g__Neisseria
A00002559,g__Mycobacterium
A00002554,g__Terriglobus
A00002555,g__Campylobacter
A00002556,g__Xanthomonas
A00002557,g__Xylella
A00002550,g__Asticcacaulis
A00005271,g__Borrelia
A00002552,g__Thiomicrospira
A00005273,g__Bacillus
A00003609,g__Campylobacter
A00003608,g__Streptomyces
A00003607,g__Streptomyces
A00003606,g__Pseudomonas
A00003605,g__Staphylococcus
A00003604,g__Chlamydia
A00003603,g__Streptococcus
A00003602,g__Streptomyces
A00003601,g__Peptoclostridium
A00003600,g__Clostridium
A00000389,g__Arthrobacter
A00000388,g__Arthrobacter
A00000387,g__Aeromonas
A00000386,f__Comamonadaceae
A00000385,f__Comamonadaceae
A00000384,c__Actinobacteria
A00001388,g__Buchnera
A00001389,g__Buchnera
A00001384,g__Borrelia
A00001385,g__Borrelia
A00001386,g__Buchnera
A00001387,g__Buchnera
A00001380,f__Bacteriovoracaceae
A00001381,g__Bacteroides
A00001382,g__Bacteroides
A00001383,g__Bifidobacterium
A00005713,g__Bacillus
A00005712,g__Bacillus
A00005711,g__Leptospira
A00005710,g__Streptomyces
A00005717,g__Salmonella
A00005716,g__Salmonella
A00005715,g__Salinispora
A00005714,g__Salinispora
A00005719,g__Salmonella
A00005718,g__Salmonella
A00000569,o__[Nitratiruptorales]
A00000568,g__Methanococcus
A00000566,g__Methanococcus
A00000565,g__Marinomonas
A00000564,g__Klebsiella
A00000563,c__Actinobacteria
A00000562,g__Herminiimonas
A00000561,f__Desulfurococcaceae
A00000560,g__Francisella
A00001160,g__Escherichia
A00001161,g__Escherichia
A00001162,g__Escherichia
A00001163,g__Escherichia
A00001164,g__Francisella
A00001165,g__Helicobacter
A00001166,g__Helicobacter
A00001167,g__Helicobacter
A00001168,g__Lactobacillus
A00001169,g__Ureaplasma
A00001733,g__Arthrospira
A00000302,g__Thermus
A00000301,g__Thermus
A00002125,g__Brucella
A00002124,g__Burkholderia
A00002127,g__Brucella
A00002126,g__Mobiluncus
A00002121,g__Congregibacter
A00002120,g__Haemophilus
A00002123,g__Enterococcus
A00002122,g__Octadecabacter
A00002129,g__Enterococcus
A00002128,o__Clostridiales
A00003838,g__Bradyrhizobium
A00003839,g__Enterococcus
A00003830,g__Acinetobacter
A00003831,g__Xanthomonas
A00003832,g__Bradyrhizobium
A00003833,g__Halanaerobium
A00003834,o__Synechococcales
A00003835,g__Campylobacter
A00003836,g__Aeromonas
A00003837,g__Campylobacter
A00002428,g__Burkholderia
A00002429,g__Prevotella
A00005432,g__Streptococcus
A00005345,g__Clostridium
A00005430,g__Burkholderia
A00005431,g__Helicobacter
A00005340,g__Clostridium
A00005341,g__Idiomarina
A00005342,f__Flavobacteriaceae
A00002423,g__Granulicella
A00004623,g__Mycobacterium
A00000718,g__Helicobacter
A00000719,g__Hydrogenobaculum
A00000710,f__Chlorobiaceae
A00000711,g__Clavibacter
A00000712,g__Clostridium
A00000713,g__Clostridium
A00000714,p__Elusimicrobia
A00000715,g__Erwinia
A00000716,g__Geobacter
A00000717,g__Geobacter
A00004400,f__[Barnesiellaceae]
A00004401,g__Enterococcus
A00004402,g__Bacillus
A00004403,g__Methylobacterium
A00004404,g__Propionibacterium
A00004405,g__Anaerococcus
A00004406,g__Bacillus
A00004407,g__Paenibacillus
A00004408,g__Lactobacillus
A00004409,g__Lactobacillus
A00004659,g__Thioalkalivibrio
A00004658,g__Thioalkalivibrio
A00004655,f__Pseudanabaenaceae
A00004654,g__Bacillus
A00004657,g__Bacillus
A00004656,g__Streptococcus
A00004651,g__Thioalkalivibrio
A00004650,k__Bacteria
A00004653,g__Bacillus
A00000978,g__Slackia
A00000979,g__Streptococcus
A00000974,g__Rhizobium
A00000975,g__Rickettsia
A00000976,g__Rickettsia
A00000977,g__Saccharomonospora
A00000970,g__Pectobacterium
A00000971,f__Sphingobacteriaceae
A00000972,g__Photorhabdus
A00000973,g__Ralstonia
A00001599,g__Helicobacter
A00001598,g__Helicobacter
A00001591,g__Escherichia
A00001590,g__Escherichia
A00001593,g__Francisella
A00001592,g__Escherichia
A00001595,g__Gardnerella
A00001594,g__Francisella
A00001597,g__Helicobacter
A00001596,f__Halobacteriaceae
A00002718,g__Bacillus
A00002719,g__Streptococcus
A00002716,g__Treponema
A00002717,g__Streptococcus
A00002714,g__Vibrio
A00002715,g__Bradyrhizobium
A00002712,g__Thermoanaerobacter
A00002713,g__Peptoclostridium
A00002710,g__Selenomonas
A00002711,f__Carnobacteriaceae
A00003441,g__Acetobacter
A00003440,g__Bradyrhizobium
A00003443,g__Staphylococcus
A00003442,g__Sinorhizobium_Ensifer
A00003445,g__Staphylococcus
A00003444,g__Enterococcus
A00003447,g__Vibrio
A00003446,g__Brucella
A00003997,g__Staphylococcus
A00003448,g__Chromatiaceae
A00003995,g__Klebsiella
A00003994,o__Synechococcales
A00003993,g__Haemophilus
A00003992,g__Bifidobacterium
A00003991,g__Anaerophaga
A00003990,f__Opitutaceae
A00001629,g__Pseudonocardia
A00001628,g__Pseudomonas
A00001627,g__Propionibacterium
A00001626,g__Propionibacterium
A00001624,g__Pantoea
A00001623,g__Oligotropha
A00001622,g__Neisseria
A00001621,g__Neisseria
A00001620,g__Neisseria
A00002820,g__Bacillus
A00002821,g__Pseudoalteromonas
A00002822,o__Natranaerobiales
A00002823,g__Propionibacterium
A00002824,g__Campylobacter
A00002825,g__Brevibacterium
A00002826,g__Campylobacter
A00002827,f__Erysipelotrichaceae
A00002828,g__Rhizobium
A00002829,g__Streptococcus
A00005298,g__Salinispora
A00005299,g__Streptomyces
A00003197,g__Rhizobium
A00003664,g__Roseovarius
A00003195,g__Vibrio
A00003194,g__Mycobacterium
A00003193,g__Bacillus
A00003663,g__Selenomonas
A00003662,g__Rhodanobacter
A00003669,g__Mycobacterium
A00003668,g__Marinobacter
A00003199,g__Faecalibacterium
A00003198,g__Yersinia
A00000457,f__Sulfolobaceae
A00000456,g__Herminiimonas
A00001892n0,g__Capnocytophaga
A00001892n1,g__Capnocytophaga
A00001362,f__Peptococcaceae
A00001363,g__Taylorella
A00001360,g__Stigmatella
A00001361,f__Helicobacteraceae
A00001366,g__Thermoanaerobacter
A00001367,f__Desulfurobacteriaceae
A00001364,g__Terriglobus
A00001365,g__Thermaerobacter
A00001368,g__Thermus
A00001369,g__Variovorax
A00000505,g__Novosphingobium
A00000504,g__Mycoplasma
A00000507,g__Desulfotomaculum
A00000506,g__Orientia
A00000501,g__Mycobacterium
A00000500,g__Methanothermobacter
A00000503,g__Mycobacterium
A00000502,g__Mycobacterium
A00000509,g__Chlorobium
A00000508,g__Polynucleobacter
A00001106,g__Planctomyces
A00001107,g__Prevotella
A00001104,g__Nocardiopsis
A00001105,g__Pantoea
A00001102,f__Halobacteriaceae
A00004463,g__Providencia
A00001100,g__Mycoplasma
A00001101,g__Mycoplasma
A00004468,g__Clostridium
A00004469,f__Aurantimonadaceae
A00005599,g__Listeria
A00005598,g__Brachyspira
A00005595,f__Xenococcaceae
A00005594,o__Chroococcales
A00005596,g__Bartonella
A00005591,g__Pontibacter
A00005590,g__Neisseria
A00005593,g__Rhodococcus
A00005592,g__Escherichia
A00001897,s__nucleatum
A00002459,g__Actinobacillus
A00002458,f__[Balneolaceae]
A00002109,g__Dorea
A00002108,g__Rhizobium
A00002451,g__Bacillus
A00002450,g__Salinispora
A00005333,g__Pseudomonas
A00002452,f__Neisseriaceae
A00002455,g__Burkholderia
A00002454,g__Dorea
A00002457,g__Alicyclobacillus
A00002456,g__Bifidobacterium
A00004900,g__Vibrio
A00003858,g__Escherichia
A00003859,g__Actinobacillus
A00003857,g__Campylobacter
A00003854,g__Burkholderia
A00003855,g__Listeria
A00003852,f__Peptostreptococcaceae
A00003853,f__Saprospiraceae
A00003850,g__Bacillus
A00003851,g__Bacillus
A00004884,g__Escherichia
A00004885,g__Bacillus
A00004886,g__Bartonella
A00004887,g__Bartonella
A00004880,g__Pantoea
A00004881,g__Pseudomonas
A00004882,g__Brucella
A00004883,g__Bacillus
A00004888,g__Bacillus
A00004889,g__Clostridium
A00003278,g__Streptococcus
A00003279,f__Bradyrhizobiaceae
A00003272,g__Neisseria
A00003273,g__Brucella
A00003270,g__Streptomyces
A00003271,g__Blattabacterium
A00003276,p__Synergistetes
A00003277,p__Synergistetes
A00003274,g__Rhodococcus
A00003275,g__Brucella
A00005634,g__Myxococcus
A00005287,g__Enterococcus
A00005635,g__Actinobacillus
A00005286,g__Lysobacter
A00005636,g__Alcanivorax
A00005289,g__Brucella
A00005637,g__Candidatus_Liberibacter
A00005679,g__Corynebacterium
A00000778,g__Borrelia
A00000779,g__Buchnera
A00000776,g__Borrelia
A00000777,g__Borrelia
A00000774,g__Bifidobacterium
A00000775,g__Bifidobacterium
A00000772,g__Bacillus
A00000773,g__Bacillus
A00000770,g__Bacillus
A00000771,g__Bacillus
A00005632,g__Burkholderia
A00005633,g__Hyphomicrobium
A00005638,g__Thioalkalivibrio
A00005639,g__Geobacillus
A00000198,f__Synechococcaceae
A00000199,f__Synechococcaceae
A00000192,g__Photobacterium
A00000193,g__Photorhabdus
A00000190,g__Pelobacter
A00000191,g__Chlorobium
A00000196,f__Synechococcaceae
A00000197,f__Synechococcaceae
A00000194,g__Polaromonas
A00000195,g__Porphyromonas
A00001821,g__Prevotella
A00001820,g__Prevotella
A00004671,g__Thioalkalivibrio
A00001822,g__Prevotella
A00001825,g__Bacteroides
A00001824,g__Anabaena_Nostoc
A00004675,g__Thioalkalivibrio
A00004674,g__Streptomyces
A00001829,g__Bacteroides
A00001828,g__Bacteroides
A00004679,g__Thioalkalivibrio
A00004678,g__Gordonia
A00000992,f__[Salsuginibacillaceae]
A00004545,g__Chlamydophila
A00000990,g__Archaeoglobus
A00000991,g__Azospirillum
A00000996,g__Citrobacter
A00000997,g__Peptoclostridium
A00000994,g__Bifidobacterium
A00000995,g__Blattabacterium
A00000998,g__Peptoclostridium
A00000999,o__Solirubrobacterales
A00001067,g__Candidatus_Sulcia
