tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
s__formigenes,g__Oxalobacter,species,s__formigenes,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Oxalobacter,s__formigenes
g__Carboxydothermus,f__Peptococcaceae,genus,g__Carboxydothermus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Carboxydothermus,
o__Natranaerobiales,c__Clostridia,order,o__Natranaerobiales,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Natranaerobiales,,,
g__Duganella,f__Oxalobacteraceae,genus,g__Duganella,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Duganella,
o__Solibacterales,c__Acidobacteriia,order,o__Solibacterales,Root,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,,,
f__MVS-65,o__Solibacterales,family,f__MVS-65,Root,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__MVS-65,,
s__coryniformis,g__Lactobacillus,species,s__coryniformis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__coryniformis
g__Hirschia,f__Hyphomonadaceae,genus,g__Hirschia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Hyphomonadaceae,g__Hirschia,
g__Moraxella,f__Moraxellaceae,genus,g__Moraxella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,
s__catarrhalis,g__Moraxella,species,s__catarrhalis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,s__catarrhalis
c__Chthonomonadetes,p__Armatimonadetes,class,c__Chthonomonadetes,Root,k__Bacteria,p__Armatimonadetes,c__Chthonomonadetes,,,,
f__Flammeovirgaceae,o__Cytophagales,family,f__Flammeovirgaceae,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Flammeovirgaceae,,
g__Ochrobactrum,f__Brucellaceae,genus,g__Ochrobactrum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Brucellaceae,g__Ochrobactrum,
g__Cryomorphaceae,f__Flavobacteriales,genus,g__Cryomorphaceae,Root,k__Bacteria,p__FCB,c__Bacteroidetes,o__Flavobacteriia,f__Flavobacteriales,g__Cryomorphaceae,
g__Polaribacter,f__Flavobacteriaceae,genus,g__Polaribacter,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Polaribacter,
s__psittaci,g__Chlamydophila,species,s__psittaci,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydophila,s__psittaci
s__casseliflavus,g__Enterococcus,species,s__casseliflavus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__casseliflavus
g__Labrenzia,f__Rhodobacteraceae,genus,g__Labrenzia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Labrenzia,
o__Entomoplasmatales,c__Mollicutes,order,o__Entomoplasmatales,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Entomoplasmatales,,,
f__Entomoplasmataceae,o__Entomoplasmatales,family,f__Entomoplasmataceae,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Entomoplasmatales,f__Entomoplasmataceae,,
f__Hyphomicrobiaceae,o__Rhizobiales,family,f__Hyphomicrobiaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,,
g__Taylorella,f__Alcaligenaceae,genus,g__Taylorella,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Taylorella,
s__matruchotii,g__Corynebacterium,species,s__matruchotii,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__matruchotii
o__Glycomycetales,c__Actinobacteria,order,o__Glycomycetales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Glycomycetales,,,
f__Glycomycetaceae,o__Glycomycetales,family,f__Glycomycetaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Glycomycetales,f__Glycomycetaceae,,
s__laterosporus,g__Brevibacillus,species,s__laterosporus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Brevibacillus,s__laterosporus
f__[Odoribacteraceae],o__Bacteroidales,family,f__[Odoribacteraceae],Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Odoribacteraceae],,
g__Odoribacter,f__[Odoribacteraceae],genus,g__Odoribacter,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Odoribacteraceae],g__Odoribacter,
g__Parasutterella,f__Sutterellaceae,genus,g__Parasutterella,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__Parasutterella,
c__Chlorobia,p__Chlorobi,class,c__Chlorobia,Root,k__Bacteria,p__Chlorobi,c__Chlorobia,,,,
o__Chlorobiales,c__Chlorobia,order,o__Chlorobiales,Root,k__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,,,
f__Chlorobiaceae,o__Chlorobiales,family,f__Chlorobiaceae,Root,k__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,f__Chlorobiaceae,,
g__Chlorobaculum,f__Chlorobiaceae,genus,g__Chlorobaculum,Root,k__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,f__Chlorobiaceae,g__Chlorobaculum,
g__Candidatus_Phytoplasma,f__Acholeplasmataceae,genus,g__Candidatus_Phytoplasma,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,g__Candidatus_Phytoplasma,
f__[Cloacimonaceae],o__[Cloacimonales],family,f__[Cloacimonaceae],Root,k__Bacteria,p__Cloacimonetes,c__[Cloacimonia],o__[Cloacimonales],f__[Cloacimonaceae],,
g__Candidatus_Cloacimonas,f__[Cloacimonaceae],genus,g__Candidatus_Cloacimonas,Root,k__Bacteria,p__Cloacimonetes,c__[Cloacimonia],o__[Cloacimonales],f__[Cloacimonaceae],g__Candidatus_Cloacimonas,
g__Prosthecochloris,f__Chlorobiaceae,genus,g__Prosthecochloris,Root,k__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,f__Chlorobiaceae,g__Prosthecochloris,
g__Chlorobium,f__Chlorobiaceae,genus,g__Chlorobium,Root,k__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,f__Chlorobiaceae,g__Chlorobium,
o__Methanocellales,c__Methanomicrobia,order,o__Methanocellales,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanocellales,,,
f__Methanocellaceae,o__Methanocellales,family,f__Methanocellaceae,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanocellales,f__Methanocellaceae,,
g__Methanocella,f__Methanocellaceae,genus,g__Methanocella,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanocellales,f__Methanocellaceae,g__Methanocella,
s__mesenteroides,g__Leuconostoc,species,s__mesenteroides,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__mesenteroides
g__Methylovorus,f__Methylophilaceae,genus,g__Methylovorus,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,g__Methylovorus,
f__Thermoactinomycetaceae,o__Bacillales,family,f__Thermoactinomycetaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Thermoactinomycetaceae,,
g__Ramlibacter,f__Comamonadaceae,genus,g__Ramlibacter,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Ramlibacter,
s__aeruginosa,g__Pseudomonas,species,s__aeruginosa,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__aeruginosa
s__cellulovorans,g__Clostridium,species,s__cellulovorans,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__cellulovorans
g__Niastella,f__Chitinophagaceae,genus,g__Niastella,Root,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__Niastella,
s__adolescentis,g__Bifidobacterium,species,s__adolescentis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__adolescentis
g__Xenorhabdus,f__Enterobacteriaceae,genus,g__Xenorhabdus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Xenorhabdus,
g__Arthrospira,f__Phormdiaceae,genus,g__Arthrospira,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Oscillatoriales,f__Phormdiaceae,g__Arthrospira,
g__Parabacteroides,f__Porphyromonadaceae,genus,g__Parabacteroides,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,
s__bellii,g__Rickettsia,species,s__bellii,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Rickettsia,s__bellii
o__Roseiflexales,c__Chloroflexi,order,o__Roseiflexales,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Roseiflexales,,,
f__Roseiflexaceae,o__Roseiflexales,family,f__Roseiflexaceae,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Roseiflexales,f__Roseiflexaceae,,
g__Roseiflexus,f__Roseiflexaceae,genus,g__Roseiflexus,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Roseiflexales,f__Roseiflexaceae,g__Roseiflexus,
f__Segniliparaceae,o__Corynebacteriales,family,f__Segniliparaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Segniliparaceae,,
g__Segniliparus,f__Segniliparaceae,genus,g__Segniliparus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Segniliparaceae,g__Segniliparus,
g__Sediminibacterium,f__Chitinophagaceae,genus,g__Sediminibacterium,Root,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__Sediminibacterium,
s__rhizogenes,g__Rhizobium,species,s__rhizogenes,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__rhizogenes
g__Pyrococcus,f__Thermococcaceae,genus,g__Pyrococcus,Root,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Pyrococcus,
s__radioresistens,g__Acinetobacter,species,s__radioresistens,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__radioresistens
g__Roseomonas,f__Acetobacteraceae,genus,g__Roseomonas,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Roseomonas,
g__Aliivibrio,f__Vibrionaceae,genus,g__Aliivibrio,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Aliivibrio,
g__Anaeromyxobacter,f__Myxococcaceae,genus,g__Anaeromyxobacter,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__Myxococcales,f__Myxococcaceae,g__Anaeromyxobacter,
o__Nitrosomonadales,c__Betaproteobacteria,order,o__Nitrosomonadales,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,,,
f__Nitrosomonadaceae,o__Nitrosomonadales,family,f__Nitrosomonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadaceae,,
g__Nitrosomonas,f__Nitrosomonadaceae,genus,g__Nitrosomonas,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadaceae,g__Nitrosomonas,
g__Hydrogenobaculum,f__Aquificaceae,genus,g__Hydrogenobaculum,Root,k__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Hydrogenobaculum,
g__Candidatus_Portiera,f__Enterobacteriaceae,genus,g__Candidatus_Portiera,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Candidatus_Portiera,
s__hallii,g__Eubacterium,species,s__hallii,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Eubacterium,s__hallii
s__ulcerans,g__Corynebacterium,species,s__ulcerans,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__ulcerans
s__acetobutylicum,g__Clostridium,species,s__acetobutylicum,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__acetobutylicum
f__[Balneolaceae],o__[Rhodothermales],family,f__[Balneolaceae],Root,k__Bacteria,p__Bacteroidetes,c__[Rhodothermi],o__[Rhodothermales],f__[Balneolaceae],,
g__Riemerella,f__[Weeksellaceae],genus,g__Riemerella,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__[Weeksellaceae],g__Riemerella,
s__rhamnosus,g__Lactobacillus,species,s__rhamnosus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__rhamnosus
g__Xylella,f__Xanthomonadaceae,genus,g__Xylella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xylella,
s__prima,g__Mesotoga,species,s__prima,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Thermotogaceae,g__Mesotoga,s__prima
g__Leptonema,f__Leptospiraceae,genus,g__Leptonema,Root,k__Bacteria,p__Spirochaetes,c__[Leptospirae],o__[Leptospirales],f__Leptospiraceae,g__Leptonema,
g__Slackia,f__Coriobacteriaceae,genus,g__Slackia,Root,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Slackia,
s__licheniformis,g__Bacillus,species,s__licheniformis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__licheniformis
g__Ehrlichia,f__Anaplasmataceae,genus,g__Ehrlichia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Anaplasmataceae,g__Ehrlichia,
s__glutamicum,g__Corynebacterium,species,s__glutamicum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__glutamicum
g__Rhodopseudomonas,f__Bradyrhizobiaceae,genus,g__Rhodopseudomonas,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,
s__palustris,g__Rhodopseudomonas,species,s__palustris,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__palustris
s__etli,g__Rhizobium,species,s__etli,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__etli
s__mendocina,g__Pseudomonas,species,s__mendocina,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__mendocina
s__tropica,g__Salinispora,species,s__tropica,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Salinispora,s__tropica
g__Thiomonas,f__Comamonadaceae,genus,g__Thiomonas,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Thiomonas,
g__Tannerella,f__Porphyromonadaceae,genus,g__Tannerella,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Tannerella,
g__Peptostreptococcus,f__Peptostreptococcaceae,genus,g__Peptostreptococcus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcus,
g__Thermodesulfovibrio,f__[Thermodesulfovibrionaceae],genus,g__Thermodesulfovibrio,Root,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__[Thermodesulfovibrionaceae],g__Thermodesulfovibrio,
g__Sulfurimonas,f__Helicobacteraceae,genus,g__Sulfurimonas,Root,k__Bacteria,p__[Epsilonae],c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Sulfurimonas,
g__Thermotoga,f__Thermotogaceae,genus,g__Thermotoga,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Thermotogaceae,g__Thermotoga,
g__Desulfuromonas,f__Desulfuromonadaceae,genus,g__Desulfuromonas,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__Desulfuromonadales,f__Desulfuromonadaceae,g__Desulfuromonas,
g__Eggerthella,f__Coriobacteriaceae,genus,g__Eggerthella,Root,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Eggerthella,
f__Alcanivoraceae,o__Oceanospirillales,family,f__Alcanivoraceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoraceae,,
g__Alcanivorax,f__Alcanivoraceae,genus,g__Alcanivorax,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoraceae,g__Alcanivorax,
f__Succinivibrionaceae,o__Aeromonadales,family,f__Succinivibrionaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,,
g__Succinatimonas,f__Succinivibrionaceae,genus,g__Succinatimonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Succinatimonas,
g__Rhodospirillum,f__Rhodospirillales,genus,g__Rhodospirillum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillales,g__Rhodospirillum,
s__rubrum,g__Rhodospirillum,species,s__rubrum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillales,g__Rhodospirillum,s__rubrum
g__Gardnerella,f__Bifidobacteriaceae,genus,g__Gardnerella,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,
s__vaginalis,g__Gardnerella,species,s__vaginalis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,s__vaginalis
s__micraerophilus,g__Dialister,species,s__micraerophilus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Dialister,s__micraerophilus
s__saprophyticus,g__Staphylococcus,species,s__saprophyticus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__saprophyticus
g__Thermoplasma,f__Thermoplasmataceae,genus,g__Thermoplasma,Root,k__Archaea,p__Euryarchaeota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Thermoplasma,
f__[Alkaliphilaceae],o__Clostridiales,family,f__[Alkaliphilaceae],Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Alkaliphilaceae],,
g__Alkaliphilus,f__[Alkaliphilaceae],genus,g__Alkaliphilus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Alkaliphilaceae],g__Alkaliphilus,
s__gilvum,g__Mycobacterium,species,s__gilvum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__gilvum
s__lacrimalis,g__Peptoniphilus,species,s__lacrimalis,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Peptoniphilus,s__lacrimalis
s__obeum,g__Ruminococcus,species,s__obeum,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Ruminococcus,s__obeum
g__Finegoldia,f__[Tissierellaceae],genus,g__Finegoldia,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Finegoldia,
s__magna,g__Finegoldia,species,s__magna,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Finegoldia,s__magna
s__acidophilus,g__Lactobacillus,species,s__acidophilus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__acidophilus
g__Methylocella,f__Beijerinckiaceae,genus,g__Methylocella,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylocella,
g__Carnobacterium,f__Carnobacteriaceae,genus,g__Carnobacterium,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Carnobacterium,
g__Capnocytophaga,f__Flavobacteriaceae,genus,g__Capnocytophaga,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,
s__novyi,g__Clostridium,species,s__novyi,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__novyi
g__Gemella,f__Staphylococcaceae,genus,g__Gemella,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Gemella,
g__Roseovarius,f__Rhodobacteraceae,genus,g__Roseovarius,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseovarius,
f__Oceanospirillaceae,o__Oceanospirillales,family,f__Oceanospirillaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,,
g__Marinomonas,f__Oceanospirillaceae,genus,g__Marinomonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Marinomonas,
g__Desulfosporosinus,f__Peptococcaceae,genus,g__Desulfosporosinus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Desulfosporosinus,
g__Maritimibacter,f__Rhodobacteraceae,genus,g__Maritimibacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Maritimibacter,
o__WD2101,c__Phycisphaerae,order,o__WD2101,Root,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__WD2101,,,
c__[Microgenomatia],p__Microgenomates,class,c__[Microgenomatia],Root,k__Bacteria,p__Microgenomates,c__[Microgenomatia],,,,
o__[Microgenomatales],c__[Microgenomatia],order,o__[Microgenomatales],Root,k__Bacteria,p__Microgenomates,c__[Microgenomatia],o__[Microgenomatales],,,
o__Gemmatales,c__Planctomycetia,order,o__Gemmatales,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,,,
f__Isosphaeraceae,o__Gemmatales,family,f__Isosphaeraceae,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Isosphaeraceae,,
f__Blattabacteriaceae,o__Flavobacteriales,family,f__Blattabacteriaceae,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,,
g__Blattabacterium,f__Blattabacteriaceae,genus,g__Blattabacterium,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,g__Blattabacterium,
o__[Nitratiruptorales],c__Epsilonproteobacteria,order,o__[Nitratiruptorales],Root,k__Bacteria,p__[Epsilonae],c__Epsilonproteobacteria,o__[Nitratiruptorales],,,
c__Firmicutes,p__Terrabacteria,class,c__Firmicutes,Root,k__Bacteria,p__Terrabacteria,c__Firmicutes,,,,
o__Clostridia,c__Firmicutes,order,o__Clostridia,Root,k__Bacteria,p__Terrabacteria,c__Firmicutes,o__Clostridia,,,
f__Thermoanaerobacterales,o__Clostridia,family,f__Thermoanaerobacterales,Root,k__Bacteria,p__Terrabacteria,c__Firmicutes,o__Clostridia,f__Thermoanaerobacterales,,
g__Thermoanaerobacteraceae,f__Thermoanaerobacterales,genus,g__Thermoanaerobacteraceae,Root,k__Bacteria,p__Terrabacteria,c__Firmicutes,o__Clostridia,f__Thermoanaerobacterales,g__Thermoanaerobacteraceae,
g__Oligella,f__Alcaligenaceae,genus,g__Oligella,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Oligella,
g__Algoriphagus,f__Cyclobacteriaceae,genus,g__Algoriphagus,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cyclobacteriaceae,g__Algoriphagus,
g__Stigmatella,f__Myxococcaceae,genus,g__Stigmatella,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__Myxococcales,f__Myxococcaceae,g__Stigmatella,
f__Dermatophilaceae,o__[Dermatophilales],family,f__Dermatophilaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__[Dermatophilales],f__Dermatophilaceae,,
g__Providencia,f__Enterobacteriaceae,genus,g__Providencia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Providencia,
f__Halanaerobiaceae,o__Halanaerobiales,family,f__Halanaerobiaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halanaerobiaceae,,
g__Halanaerobium,f__Halanaerobiaceae,genus,g__Halanaerobium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halanaerobiaceae,g__Halanaerobium,
s__thermosaccharolyticum,g__Thermoanaerobacterium,species,s__thermosaccharolyticum,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Thermoanaerobacterium,s__thermosaccharolyticum
p__Dictyoglomi,k__Bacteria,phylum,p__Dictyoglomi,Root,k__Bacteria,p__Dictyoglomi,,,,,
